userId,moviename1,moviename2,moviename3,moviename4,moviename5,moviename6,moviename7,moviename8,moviename9,moviename10,moviename11,moviename12,moviename13,moviename14,moviename15,moviename16,moviename17,moviename18,moviename19,moviename20
193,"Matrix, The (1999)","Usual Suspects, The (1995)",Braveheart (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Fargo (1996),"Lord of the Rings: The Two Towers, The (2002)","Sixth Sense, The (1999)",Memento (2000),Apollo 13 (1995),"Dark Knight, The (2008)","Fugitive, The (1993)",Gladiator (2000),"Godfather: Part II, The (1974)",Shrek (2001),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),American History X (1998)
194,Forrest Gump (1994),Pulp Fiction (1994),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)",Star Wars: Episode V - The Empire Strikes Back (1980),Jurassic Park (1993),Braveheart (1995),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),"Fugitive, The (1993)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),Fargo (1996),American Beauty (1999),"Princess Bride, The (1987)","Usual Suspects, The (1995)","Godfather, The (1972)",Toy Story (1995)
195,Forrest Gump (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Fight Club (1999),"Godfather, The (1972)",Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),Toy Story (1995),"Fugitive, The (1993)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Independence Day (a.k.a. ID4) (1996),Memento (2000),"Princess Bride, The (1987)",Alien (1979),Monty Python and the Holy Grail (1975),Batman (1989),Groundhog Day (1993)
196,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Jurassic Park (1993),Schindler's List (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),Toy Story (1995),"Usual Suspects, The (1995)","Godfather, The (1972)",American Beauty (1999),Inception (2010)
197,"Silence of the Lambs, The (1991)",Braveheart (1995),Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),Jurassic Park (1993),Seven (a.k.a. Se7en) (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),"Fugitive, The (1993)",Apollo 13 (1995),Fargo (1996),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Toy Story (1995),"Lord of the Rings: The Return of the King, The (2003)","Sixth Sense, The (1999)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Lord of the Rings: The Two Towers, The (2002)"
198,Schindler's List (1993),"Godfather, The (1972)",Toy Story (1995),"Fugitive, The (1993)","Lord of the Rings: The Return of the King, The (2003)",Apollo 13 (1995),"Lord of the Rings: The Two Towers, The (2002)",Shrek (2001),Indiana Jones and the Last Crusade (1989),Monty Python and the Holy Grail (1975),Aladdin (1992),Die Hard (1988),Dances with Wolves (1990),True Lies (1994),Speed (1994),One Flew Over the Cuckoo's Nest (1975),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),"Dark Knight, The (2008)",Eternal Sunshine of the Spotless Mind (2004),Finding Nemo (2003)
199,Fight Club (1999),Braveheart (1995),Jurassic Park (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Toy Story (1995),Back to the Future (1985),"Lord of the Rings: The Two Towers, The (2002)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Lord of the Rings: The Return of the King, The (2003)","Godfather: Part II, The (1974)",Indiana Jones and the Last Crusade (1989),Shrek (2001),One Flew Over the Cuckoo's Nest (1975),Die Hard (1988),Aladdin (1992),Dances with Wolves (1990),"Lion King, The (1994)",Aliens (1986),Mission: Impossible (1996),"Dark Knight, The (2008)"
200,"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Schindler's List (1993),"Usual Suspects, The (1995)",Saving Private Ryan (1998),"Godfather, The (1972)","Sixth Sense, The (1999)","Lion King, The (1994)",Fargo (1996),"Fugitive, The (1993)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Groundhog Day (1993),Monty Python and the Holy Grail (1975),American History X (1998),Reservoir Dogs (1992),Batman (1989),Inception (2010),True Lies (1994),"Terminator, The (1984)","Godfather: Part II, The (1974)"
201,"Shawshank Redemption, The (1994)","Matrix, The (1999)",Braveheart (1995),Schindler's List (1993),"Fugitive, The (1993)","Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Fight Club (1999),"Godfather, The (1972)",Fargo (1996),Aladdin (1992),"Lion King, The (1994)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Dances with Wolves (1990),Speed (1994),"Lord of the Rings: The Return of the King, The (2003)",Mission: Impossible (1996),Gladiator (2000),"Lord of the Rings: The Two Towers, The (2002)",Groundhog Day (1993)
202,Schindler's List (1993),Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",True Lies (1994),Goodfellas (1990),Gladiator (2000),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)","Lion King, The (1994)",Memento (2000),One Flew Over the Cuckoo's Nest (1975),Good Will Hunting (1997),Shrek (2001),Full Metal Jacket (1987),"Shining, The (1980)",American History X (1998),Stargate (1994),Babe (1995),"Mask, The (1994)",Taxi Driver (1976)
203,Forrest Gump (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),"Usual Suspects, The (1995)",Saving Private Ryan (1998),Star Wars: Episode VI - Return of the Jedi (1983),Apollo 13 (1995),Toy Story (1995),"Dark Knight, The (2008)","Godfather, The (1972)",American Beauty (1999),"Fugitive, The (1993)",Memento (2000)
204,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)","Usual Suspects, The (1995)",Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Braveheart (1995),Inception (2010),"Sixth Sense, The (1999)",Fargo (1996),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Gladiator (2000),Jurassic Park (1993),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Toy Story (1995),Finding Nemo (2003)
205,"Shawshank Redemption, The (1994)","Matrix, The (1999)",Pulp Fiction (1994),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Fight Club (1999),"Lord of the Rings: The Two Towers, The (2002)","Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),"Dark Knight, The (2008)",Inception (2010),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),Shrek (2001),Saving Private Ryan (1998),Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Godfather, The (1972)",Braveheart (1995),"Usual Suspects, The (1995)",Gladiator (2000)
206,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),Forrest Gump (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Jurassic Park (1993),"Fugitive, The (1993)",Terminator 2: Judgment Day (1991),Apollo 13 (1995),Schindler's List (1993),Star Wars: Episode VI - Return of the Jedi (1983),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Heat (1995),Dances with Wolves (1990),Batman (1989),True Lies (1994),"Matrix, The (1999)"
207,Pulp Fiction (1994),"Matrix, The (1999)",Fight Club (1999),"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)",Forrest Gump (1994),Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)","Usual Suspects, The (1995)",Saving Private Ryan (1998),"Sixth Sense, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Schindler's List (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fargo (1996),Seven (a.k.a. Se7en) (1995),Memento (2000),Reservoir Dogs (1992),Goodfellas (1990)
208,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),Jurassic Park (1993),Schindler's List (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999),Seven (a.k.a. Se7en) (1995),Apollo 13 (1995),"Usual Suspects, The (1995)","Godfather, The (1972)",American Beauty (1999),Toy Story (1995),Independence Day (a.k.a. ID4) (1996),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Gladiator (2000),Batman (1989)
209,Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),"Dark Knight, The (2008)","Usual Suspects, The (1995)","Godfather, The (1972)",Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Memento (2000),Jurassic Park (1993),Shrek (2001),Toy Story (1995),American History X (1998),Fargo (1996),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Back to the Future (1985),Eternal Sunshine of the Spotless Mind (2004)
210,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Fight Club (1999),"Silence of the Lambs, The (1991)",Inception (2010),Gladiator (2000),Saving Private Ryan (1998),"Godfather, The (1972)",Memento (2000),Toy Story (1995),Schindler's List (1993),Braveheart (1995),Finding Nemo (2003),"Sixth Sense, The (1999)","Incredibles, The (2004)",Indiana Jones and the Last Crusade (1989),Jurassic Park (1993),"Monsters, Inc. (2001)",American Beauty (1999),"Usual Suspects, The (1995)"
211,"Silence of the Lambs, The (1991)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Two Towers, The (2002)",Schindler's List (1993),Braveheart (1995),Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),"Sixth Sense, The (1999)",Jurassic Park (1993),Toy Story (1995),Shrek (2001),Fargo (1996),Back to the Future (1985),American History X (1998),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Indiana Jones and the Last Crusade (1989),Kill Bill: Vol. 1 (2003),Reservoir Dogs (1992),"Departed, The (2006)",Finding Nemo (2003)
212,"Godfather, The (1972)",Schindler's List (1993),"Usual Suspects, The (1995)",Memento (2000),Seven (a.k.a. Se7en) (1995),Braveheart (1995),"Sixth Sense, The (1999)",Toy Story (1995),Back to the Future (1985),Eternal Sunshine of the Spotless Mind (2004),American History X (1998),"Monsters, Inc. (2001)","Departed, The (2006)",Reservoir Dogs (1992),Die Hard (1988),"Princess Bride, The (1987)",Catch Me If You Can (2002),Alien (1979),Kill Bill: Vol. 2 (2004),"Beautiful Mind, A (2001)"
213,"Matrix, The (1999)","Shawshank Redemption, The (1994)",Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),Pulp Fiction (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Fight Club (1999),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),American Beauty (1999),Gladiator (2000),Schindler's List (1993),Jurassic Park (1993),Braveheart (1995),"Sixth Sense, The (1999)",Back to the Future (1985),"Usual Suspects, The (1995)",Memento (2000),Seven (a.k.a. Se7en) (1995)
214,Star Wars: Episode IV - A New Hope (1977),Forrest Gump (1994),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Jurassic Park (1993),Braveheart (1995),"Silence of the Lambs, The (1991)","Rock, The (1996)",Star Wars: Episode VI - Return of the Jedi (1983),Apollo 13 (1995),Terminator 2: Judgment Day (1991),Fargo (1996),"Fugitive, The (1993)",Star Wars: Episode V - The Empire Strikes Back (1980),Broken Arrow (1996),Aladdin (1992),Schindler's List (1993),"Lion King, The (1994)",Seven (a.k.a. Se7en) (1995)
215,"Matrix, The (1999)","Godfather, The (1972)",Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Toy Story (1995),Back to the Future (1985),Gladiator (2000),Shrek (2001),"Dark Knight, The (2008)",Monty Python and the Holy Grail (1975),American History X (1998),Goodfellas (1990),Apollo 13 (1995),"Godfather: Part II, The (1974)",One Flew Over the Cuckoo's Nest (1975),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Inception (2010)
216,Pulp Fiction (1994),Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)","Matrix, The (1999)",Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)",Jurassic Park (1993),Star Wars: Episode VI - Return of the Jedi (1983),Fargo (1996),"Usual Suspects, The (1995)",Terminator 2: Judgment Day (1991),Fight Club (1999),"Sixth Sense, The (1999)",Back to the Future (1985),Schindler's List (1993),Braveheart (1995),Saving Private Ryan (1998),"Fugitive, The (1993)"
217,"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)",Schindler's List (1993),Apollo 13 (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),American Beauty (1999),Aladdin (1992),Speed (1994),Fight Club (1999),"Princess Bride, The (1987)","Lion King, The (1994)",Gladiator (2000),"Lord of the Rings: The Fellowship of the Ring, The (2001)",E.T. the Extra-Terrestrial (1982),Beauty and the Beast (1991),Blade Runner (1982),Goodfellas (1990),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Shrek (2001)
218,"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Forrest Gump (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Return of the King, The (2003)","Godfather, The (1972)","Usual Suspects, The (1995)",Fargo (1996),Saving Private Ryan (1998),"Sixth Sense, The (1999)",Terminator 2: Judgment Day (1991),Schindler's List (1993),Back to the Future (1985)
219,Forrest Gump (1994),Braveheart (1995),Schindler's List (1993),Alien (1979),Inception (2010),One Flew Over the Cuckoo's Nest (1975),Dances with Wolves (1990),Aliens (1986),"Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)","Clockwork Orange, A (1971)","Green Mile, The (1999)","Big Lebowski, The (1998)","Shining, The (1980)",Full Metal Jacket (1987),Apocalypse Now (1979),2001: A Space Odyssey (1968),Pretty Woman (1990),Babe (1995),"O Brother, Where Art Thou? (2000)",Up (2009)
220,"Silence of the Lambs, The (1991)",Braveheart (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Schindler's List (1993),American Beauty (1999),Gladiator (2000),"Fugitive, The (1993)",Monty Python and the Holy Grail (1975),Batman (1989),Alien (1979),Inception (2010),Eternal Sunshine of the Spotless Mind (2004),"Godfather: Part II, The (1974)",L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),"Truman Show, The (1998)","Beautiful Mind, A (2001)",Ocean's Eleven (2001),Minority Report (2002),Beauty and the Beast (1991),"Departed, The (2006)"
221,Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Braveheart (1995),Seven (a.k.a. Se7en) (1995),Toy Story (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Back to the Future (1985),"Godfather: Part II, The (1974)",Memento (2000),"Lord of the Rings: The Two Towers, The (2002)","Fugitive, The (1993)","Lord of the Rings: The Return of the King, The (2003)",Indiana Jones and the Last Crusade (1989),Apollo 13 (1995),Gladiator (2000),Good Will Hunting (1997),"Terminator, The (1984)",Die Hard (1988)
222,"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Memento (2000),Toy Story (1995),Shrek (2001),Fargo (1996),Good Will Hunting (1997),Apollo 13 (1995),Independence Day (a.k.a. ID4) (1996),"Fugitive, The (1993)",Eternal Sunshine of the Spotless Mind (2004),Indiana Jones and the Last Crusade (1989),One Flew Over the Cuckoo's Nest (1975)
223,Forrest Gump (1994),Fight Club (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),Terminator 2: Judgment Day (1991),"Lord of the Rings: The Two Towers, The (2002)","Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),American Beauty (1999),Saving Private Ryan (1998),"Godfather, The (1972)",Apollo 13 (1995),Gladiator (2000),Back to the Future (1985),"Lion King, The (1994)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Aladdin (1992),Indiana Jones and the Last Crusade (1989)
